ID,SEX,RACE,BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
00300,M,White,0,5900,82912,91175,DebtCon,ProfExe,2,,,,,,27.595273523
00301,F,White,1,5900,25972,41856,DebtCon,Other,2,0,2,157.96001139,3,27,40.628278175
00302,F,White,0,5900,74187,78976,HomeImp,Other,9,0,1,118.44249103,0,24,40.110407425
00303,M,White,0,5900,,66903,Null,Null,,,,,,,32.782926828
00304,M,White,1,5900,106650,,DebtCon,Mgr,1,0,6,250.56666667,4,23,
00305,F,Asian,0,6000,,69492,Null,Null,,,,,,,32.977197226
00306,F,White,0,6000,95232,115977,HomeImp,Office,22,0,0,149.0229081,1,12,37.954336913
00307,F,White,1,6000,47625,85925,HomeImp,Office,0.1,2,1,154.13333333,4,26,
00308,M,White,1,6000,24600,30500,HomeImp,Other,4.5,0,1,116.1,8,34,
00309,M,Multiracial,1,6000,65000,94355,Null,Other,26,1,3,69.3,1,34,
00310,F,White,1,6000,,,HomeImp,Office,13,,2,122.76666667,,23,
00311,M,White,1,6000,33600,,HomeImp,Other,2,0,0,140.93333333,1,20,
00312,M,White,1,6000,42000,58305,DebtCon,Other,19,0,0,90,2,13,
00313,F,Other,1,6000,32446,54904,HomeImp,Other,2,0,0,51.733333333,1,9,
00314,F,White,1,6000,9660,35900,DebtCon,Other,8,0,1,136.3,3,6,
00315,F,Multiracial,1,6000,22859,32200,DebtCon,Other,4,0,0,83.333333333,3,20,
00316,M,White,1,6000,16878,25850,Null,Mgr,1,0,1,218.6,5,34,
00317,F,Multiracial,0,6000,72951,80000,HomeImp,Other,22.8,0,0,343.9,1,47,
00318,M,Other,0,6000,43000,57460,HomeImp,Other,1.6,1,,101.5,,13,
00319,M,Multiracial,0,6000,53500,64790,DebtCon,Other,0.1,0,2,105.4,3,18,
00320,F,White,0,6000,69876,94394.07,HomeImp,Other,0,0,1,179.56666667,0,32,
00321,F,Black,0,6000,51000,86125,HomeImp,ProfExe,6,0,0,222.16666667,2,24,
00322,M,Multiracial,0,6000,53227,68700,HomeImp,Mgr,3,0,2,122.73333333,0,23,
00323,M,Black,0,6000,,43300,HomeImp,Other,,,,100.93333333,,9,
00324,M,White,0,6000,14000,61493,HomeImp,Office,23,0,0,321.63333333,1,13,
00325,F,Multiracial,1,6000,40000,54600,HomeImp,ProfExe,4,0,4,101.4,0,19,
00326,M,White,1,6000,18793,27750,HomeImp,Mgr,6,0,3,119.7,0,8,
00327,F,White,1,6000,179397,200000,DebtCon,ProfExe,5,6,0,90.3,6,29,
00328,M,White,1,6000,,95500,HomeImp,Mgr,6,1,2,129.9,1,22,
00329,M,Multiracial,0,6000,79046,103048,HomeImp,Other,0,0,0,181.69653802,0,32,37.289989924
00330,F,Black,0,6000,,53190,HomeImp,Null,0,0,0,,0,0,15.174415003
00331,F,White,1,6000,,43683,HomeImp,Other,,,,,,,21.935498813
00332,F,White,0,6000,129731,154113,HomeImp,ProfExe,12,0,0,213.53333333,0,19,
00333,F,Asian,0,6100,48500,62500,DebtCon,Mgr,7,,4,111.3,2,11,
00334,F,White,0,6100,,47400,Null,Null,,,,,,,
00335,F,Other,0,6100,91704,114799,HomeImp,Office,22,0,0,129.25008957,1,12,36.746766237
00336,M,White,0,6100,47604,54966,HomeImp,Other,5,0,0,70.69532973,0,18,24.76674453
00337,F,Other,0,6100,,35250,HomeImp,Other,,,,303,,12,
00338,F,Black,1,6100,62751,95617,HomeImp,Other,1,0,0,138.64686318,1,13,31.757270694
00339,F,White,0,6100,48300,53388,HomeImp,Office,9,,,178.48960216,,19,26.72002818
00340,F,White,0,6100,68743,65321,HomeImp,Sales,3,1,0,153.0667831,0,22,40.15052706
00341,M,Black,0,6100,79636,87276,HomeImp,Other,20,0,0,350.43613755,0,47,28.848276581
00342,M,White,0,6100,,46830,HomeImp,Null,0,0,1,,0,0,13.306013076
00343,F,White,0,6100,78753,95433,DebtCon,ProfExe,0,,,,,,28.925117417
00344,F,White,0,6100,77265,97944,DebtCon,ProfExe,0,,,,,,28.876463055
00345,M,White,0,6200,75657,84368,DebtCon,Sales,4,0,0,122.24494502,0,30,32.552543335
00346,M,Black,0,6200,171582,245730,DebtCon,Sales,,0,0,135.10893025,0,22,39.783818126
00347,F,White,0,6200,,33909,HomeImp,Null,,,,,,,34.517404516
00348,F,Multiracial,0,6200,46601,59486,HomeImp,Other,5,0,0,84.63211066,0,18,25.35001036
00349,M,Other,0,6200,60354,87596,HomeImp,ProfExe,5,0,0,210.17306467,2,23,34.054811237
00350,M,White,0,6200,45356,82054,DebtCon,Null,2,0,0,201.33448747,4,29,29.661710162
00351,M,White,0,6200,,41657,HomeImp,Other,,,,293.95872355,,11,30.197630728
00352,M,White,1,6200,,,DebtCon,Self,3,,,80.5,2,17,
00353,F,White,0,6200,,80078,Null,Null,,,,,,,25.375544161
00354,F,Multiracial,1,6200,42100,57385,DebtCon,Other,8.5,0,1,164.8,1,28,
00355,F,White,0,6200,70793,71552,HomeImp,Sales,3,2,0,162.94515692,0,23,40.315396587
00356,F,Black,0,6200,73881,98550,HomeImp,Other,0,0,1,182.8787798,0,31,37.19944569
00357,M,Other,0,6200,45787,64854,DebtCon,Null,4,,1,63.117023228,,16,36.538747338
00358,F,Black,0,6200,75121,96462,DebtCon,ProfExe,0,,,,,,27.167655962
00359,M,Other,0,6200,,51732,Null,Null,,,,,,,12.324707091
00360,M,White,0,6200,133882,155222,HomeImp,ProfExe,9,0,0,212.53764322,0,19,20.616783656
00361,F,White,0,6200,75623,89634,HomeImp,Other,24,0,0,324.68682941,0,47,28.285532103
00362,F,White,0,6200,45564,61956,HomeImp,Other,2,0,,101.16706032,,13,38.675140153
00363,M,White,0,6300,99469,116260,HomeImp,Office,23,0,0,124.74559549,1,12,35.642270107
00364,F,Other,0,6300,55000,69000,DebtCon,ProfExe,13,0,0,130.06666667,0,20,
00365,F,Multiracial,0,6300,,72890,HomeImp,Office,1,0,0,41.250113587,0,3,39.198068218
00366,M,White,0,6300,44226,57779,DebtCon,Null,7,,0,63.626413251,,16,33.111829109
00367,M,White,0,6300,,39050,HomeImp,Other,,,,294.47804756,,12,31.447750409
00368,F,White,0,6300,78724,80355,HomeImp,Other,24,0,0,335.07414261,1,46,31.177261304
00369,F,White,1,6300,59793,98314,DebtCon,Self,2.2,0,0,120.73333333,0,8,
00370,M,Other,1,6300,65875,76000,DebtCon,Mgr,0.8,2,0,84,1,12,
00371,F,Asian,0,6300,45582,89005,DebtCon,Null,2,0,0,209.35804693,4,30,29.595955514
00372,F,White,0,6300,92659,117352,HomeImp,ProfExe,6,0,0,199.01192718,0,27,26.520049519
00373,F,White,0,6300,58052,70091,DebtCon,ProfExe,9,0,4,153.78043854,1,30,21.719595981
00374,M,Multiracial,0,6300,49498,64296,DebtCon,Mgr,6,,4,111.20651324,1,10,38.577131937
00375,M,White,0,6300,79667,96988,DebtCon,ProfExe,1,,,,,,29.835960721
00376,F,White,1,6300,12476,32559,HomeImp,Office,12,3,6,227.12990511,0,23,23.31951678
00377,M,Multiracial,0,6300,69357,73726,HomeImp,Sales,3,2,0,163.28393319,1,22,42.407814245
00378,M,Other,0,6300,26655,29792,DebtCon,Other,1,1,0,12.759267447,10,6,28.36185178
00379,M,White,1,6400,25144,45200,HomeImp,Other,25,0,2,128,4,17,
00380,F,White,0,6400,99131,125652,HomeImp,Other,8,,,419.3751538,1,50,42.244927573
00381,F,White,0,6400,76577,83200,DebtCon,Null,5,,,,,,22.055034214
00382,F,White,0,6400,47251,58157,HomeImp,Other,0,0,,104.79246836,,13,36.416886965
00383,F,Asian,0,6400,53476,70157,DebtCon,ProfExe,7,0,3,164.31540986,1,30,21.137981572
00384,M,Other,0,6400,81116,86148,HomeImp,ProfExe,8,0,0,262.17542613,0,11,42.068268179
00385,F,Black,0,6400,17491,63614,HomeImp,Office,23,0,0,325.29930871,0,12,40.244404369
00386,F,White,0,6400,65215,74332,HomeImp,Mgr,9,,1,213.8321032,0,24,40.64461955
00387,M,White,0,6400,62746,75016,DebtCon,ProfExe,12,0,0,133.10154783,0,20,40.188123128
00388,M,Other,0,6400,76732,78084,HomeImp,Other,8,0,0,109.19302137,0,26,37.964554318
00389,F,White,0,6400,70035,78635,DebtCon,Sales,3,0,0,147.07716353,0,31,31.206129763
00390,M,White,0,6400,39687,51666,HomeImp,Office,9,,,177.59135402,,19,26.1209597
00391,M,White,0,6400,51436,91284,DebtCon,Null,4,0,0,209.64289843,2,30,31.971971208
00392,M,Other,0,6400,44968,62747,HomeImp,Other,0,1,,101.39144532,,12,36.602947343
00393,M,Other,0,6400,9113,46351,HomeImp,Self,,0,0,202.25079583,0,11,45.114319388
00394,F,White,0,6400,28041,33438,DebtCon,Other,1,1,0,10.42564285,10,6,29.753700283
00395,M,White,0,6400,57887,74776,HomeImp,Mgr,3,0,1,126.32864372,0,22,28.756345434
00396,M,Black,0,6500,47949,53102,HomeImp,Office,9,,,180.84124987,,19,27.839006664
00397,M,White,0,6500,,37448,HomeImp,Other,,,,333.23089989,,11,29.011980578
00398,M,White,1,6500,60054,70434,HomeImp,Other,1,0,0,127.06270157,2,21,37.800352933
00399,F,Multiracial,0,6500,80739,97630,DebtCon,ProfExe,1,,,,,,30.531264536
00400,M,White,0,6500,63144,76754,HomeImp,Mgr,2,0,2,129.0777116,0,23,29.055433128
00401,F,Black,0,6500,33639,37345,HomeImp,ProfExe,11,0,0,191.0756559,0,13,24.227319339
00402,M,White,0,6500,78741,90599,DebtCon,ProfExe,0,,,,,,29.198860669
00403,M,White,0,6500,51724,87770,DebtCon,Null,4,0,0,209.32631158,4,29,30.343448604
00404,M,White,1,6500,13600,,HomeImp,Other,14,2,5,115.36666667,1,16,
00405,M,Asian,1,6500,48000,61000,DebtCon,Other,1,1,0,97.299756098,6,38,
00406,M,Black,1,6500,65000,80400,DebtCon,Other,15,0,0,224.86666667,0,13,
00407,F,White,0,6500,22789,35836,HomeImp,Office,1,0,0,110.56666667,2,30,
00408,M,White,0,6500,75113,115900,HomeImp,Office,29,0,0,332.73333333,2,38,
00409,M,Black,0,6500,55000,88300,HomeImp,Office,29,0,0,234.4,1,17,
00410,F,Asian,0,6500,60000,70000,DebtCon,ProfExe,9,0,0,54.766666667,2,24,
00411,F,Black,0,6500,70300,107500,DebtCon,Office,1,0,0,242.46666667,1,38,
00412,M,White,1,6500,96314,105800,HomeImp,ProfExe,27,0,0,475.8,2,40,
00413,F,White,0,6500,81145,117530,HomeImp,Office,29,0,0,327.20063852,1,38,34.345837692
00414,M,Black,0,6500,,70886,Null,Null,,,,,,,23.47088075
00415,M,White,1,6500,183860,208910,DebtCon,ProfExe,4,6,0,86.452226941,6,29,69.8005248
00416,M,White,0,6500,58689,72557,DebtCon,Other,0,0,1,94.00805286,2,18,34.898413066
00417,F,White,0,6600,62380,89742,HomeImp,Office,31,0,0,232.52729073,0,16,26.160494887
00418,M,White,0,6600,74376,84855,DebtCon,Null,3,,,,,,20.028353505
00419,F,White,0,6600,,48800,HomeImp,Null,0,0,0,,0,0,12.219436152
00420,M,White,0,6600,68733,81973,HomeImp,Other,5,0,0,96.977667199,0,14,42.211046784
00421,M,White,0,6600,40926,50486,HomeImp,Office,10,,,179.80086812,,19,27.532376107
00422,F,White,0,6600,95450,112630,HomeImp,Office,23,0,0,122.81558408,0,12,36.773458722
00423,F,White,0,6600,,46516,HomeImp,Null,0,0,0,,0,0,14.845990728
00424,F,Multiracial,0,6600,98415,126636,HomeImp,Other,11,,,423.20962409,2,49,40.957090317
00425,F,White,0,6700,,55396,Null,Null,,,,,,,15.703991562
00426,M,White,0,6700,55113,56486,HomeImp,Other,4,0,0,84.417030462,0,17,23.642853829
00427,M,Black,1,6700,60301,70543,HomeImp,ProfExe,5,0,0,195.78086332,0,19,32.397593406
00428,M,White,0,6700,,30544,DebtCon,Other,2,0,0,283.89723134,0,14,24.120451557
00429,M,Multiracial,0,6700,49367,59609,HomeImp,Other,6,0,0,99.303700784,0,17,25.231366381
00430,F,White,0,6700,58741,68225,DebtCon,ProfExe,9,0,3,173.5744163,1,31,23.587013228
00431,F,White,1,6700,27510,42495,DebtCon,Other,2,0,2,171.52648922,3,27,41.428597508
00432,F,Multiracial,1,6700,,81239,HomeImp,Other,19,,,,,,40.894931701
00433,F,White,0,6700,69773,83014,HomeImp,Other,0,1,0,263.17343429,0,5,37.70699649
00434,F,Multiracial,0,6700,51855,58084,HomeImp,Office,21,0,0,193.75474567,0,19,19.549571698
00435,F,White,0,6700,48430,64358,HomeImp,Other,0,1,,108.35174747,,13,38.894194746
00436,F,Multiracial,0,6700,29662,36195,HomeImp,Office,1,0,0,112.13708066,1,30,38.52863281
00437,F,White,0,6700,66587,70710,DebtCon,ProfExe,9,1,0,43.923382631,1,24,39.738576265
00438,M,White,1,6700,,20631,HomeImp,Mgr,4,0,0,174.72183413,1,8,62.246451123
00439,F,Black,0,6700,54161,59714,HomeImp,Office,20,0,0,209.20630035,0,20,20.203517707
00440,M,White,0,6700,134616,155034,HomeImp,ProfExe,13,1,0,215.42240638,0,19,19.493871984
00441,M,White,0,6800,136951,160306,HomeImp,ProfExe,11,0,0,219.7356734,1,18,20.885093499
00442,M,Black,0,6800,138691,160063,HomeImp,ProfExe,12,0,0,208.42084303,0,19,19.33336736
00443,F,White,0,6800,49809,65074,DebtCon,Mgr,7,,4,116.6327333,3,10,39.215028911
00444,M,White,0,6800,78292,86959,DebtCon,Null,3,,,,,,18.927211638
00445,M,White,0,6800,139578,154602,HomeImp,ProfExe,12,0,0,201.96083432,0,18,22.325828788
00446,F,Black,0,6800,57439,74816,HomeImp,Mgr,2,0,2,126.30323511,0,22,27.118653527
00447,M,Black,0,6800,76074,88178,HomeImp,Other,22,0,0,341.46505556,0,46,27.523246143
00448,F,White,1,6800,31000,42000,DebtCon,Mgr,3.5,1,0,106.26666667,2,26,
00449,M,Multiracial,0,6800,45150,57150,DebtCon,Office,4,0,1,94.333333333,3,12,
00450,F,Multiracial,0,6800,56155,57912,HomeImp,Office,21,0,0,206.30632134,0,20,21.798513082
00451,M,White,1,6800,,27410,HomeImp,Mgr,6,1,0,2.0333333333,1,5,
00452,F,White,0,6800,178559,247611,DebtCon,Sales,,0,0,127.23414105,0,22,42.083901678
00453,M,White,0,6800,,72310,HomeImp,Office,1,0,0,48.818836477,0,3,40.787393229
00454,M,White,0,6800,71666,99913,HomeImp,Other,0,0,1,196.46499893,0,31,35.761604731
00455,M,White,0,6800,75964,88754,DebtCon,Mgr,19,0,1,298.70048215,0,23,39.107501643
00456,M,Asian,0,6900,75880,113612,DebtCon,Office,1,0,0,230.80558812,1,38,17.965883444
00457,F,Multiracial,0,6900,70717,87466,HomeImp,Other,2,0,0,112.58906066,0,15,41.428089899
00458,F,White,0,6900,53776,51952,HomeImp,Other,5,0,0,87.900118337,0,17,22.286997477
00459,M,Black,1,6900,53328,58088,DebtCon,Sales,2,0,0,101.5319079,0,21,35.764058362
00460,M,White,1,6900,5816,,HomeImp,Mgr,23,0,2,67.8,1,18,
00461,F,Black,1,6900,57257,63752,DebtCon,Other,10,2,0,138.23477796,0,22,38.372460882
00462,M,White,1,6900,37055,83000,HomeImp,Sales,1,0,0,122.26666667,2,43,
00463,M,White,0,6900,97662,110046,HomeImp,Office,24,0,0,111.12339734,0,11,37.253150854
00464,F,Other,0,6900,49000,68280,DebtCon,Other,1,0,0,61.9,8,22,
00465,F,White,0,6900,,57067,Null,Null,,,,,,,14.370985949
00466,M,White,0,6900,50387,68443,DebtCon,Mgr,7,,3,105.82732904,2,10,40.717668846
00467,F,White,0,6900,49932,66042,HomeImp,Office,20,0,0,204.48458275,0,19,21.855494126
00468,F,White,0,6900,51384,84689,DebtCon,Null,4,0,0,224.2470369,3,29,30.526150723
00469,F,White,0,6900,,36191,HomeImp,Other,,,,311.86989931,,12,30.790620774
00470,F,White,0,7000,98779,124827,HomeImp,Other,9,,,421.541928,1,49,40.828872934
00471,M,White,0,7000,73873,111781,DebtCon,Office,0,0,0,231.79991346,0,38,19.273579455
00472,F,Other,0,7000,74795,99149,HomeImp,Other,1,0,1,175.57144277,0,32,34.449664673
00473,M,White,0,7000,,47462,HomeImp,Other,,,,102.6573271,,9,36.094071425
00474,F,Multiracial,0,7000,78284,98214,HomeImp,Other,0,0,1,171.83838617,0,31,36.247963031
00475,M,White,0,7000,58128,93740,HomeImp,ProfExe,5,0,0,213.36302767,2,24,34.475301929
00476,F,White,0,7000,81335,81018,HomeImp,Other,22,0,0,341.61057605,1,47,27.767299768
00477,F,White,0,7000,52287,87972,HomeImp,ProfExe,7,0,0,211.28441317,1,24,33.461402248
00478,M,Other,0,7000,58339,72432,HomeImp,Mgr,10,,1,197.33839792,0,24,39.843087337
00479,M,Other,0,7000,46238,66842,DebtCon,Office,4,0,0,90.380409083,3,11,36.30952679
00480,F,Multiracial,1,7000,142251,157250,HomeImp,Other,5,0,0,87.833333333,4,21,
00481,F,White,1,7000,19894,32500,DebtCon,Other,4,0,0,134.7,1,16,
00482,M,White,1,7000,27290,63500,HomeImp,Office,6,,,,,,
00483,M,White,1,7000,18000,46520,HomeImp,Office,17,0,1,183.1,0,23,
00484,F,White,1,7000,66000,86300,DebtCon,Other,3,1,1,242.43333333,0,8,
00485,M,White,1,7000,46000,66660,DebtCon,Office,1,0,1,138.23333333,0,9,
00486,M,White,0,7000,120000,175450,DebtCon,Other,8,0,0,219.16666667,1,20,
00487,F,White,0,7000,58843,75300,HomeImp,Other,1.5,0,0,103.66666667,0,7,
00488,M,White,0,7000,7000,31200,DebtCon,Other,5,0,0,265.06666667,0,12,
00489,M,Asian,0,7000,29000,49000,DebtCon,Other,11,0,0,234.4,1,32,
00490,M,White,0,7000,5768,26600,Null,Null,,,,,,,
00491,M,Multiracial,0,7000,56636,76353,HomeImp,Other,15,0,0,229.3,1,36,
00492,F,Black,0,7000,55000,63000,HomeImp,Other,5,0,0,84.733333333,3,20,
00493,F,Black,0,7000,46225,59000,DebtCon,Other,16,0,4,219.13333333,0,37,
00494,F,Other,1,7000,53194,81150,HomeImp,ProfExe,14,7,0,183.63333333,2,28,
00495,M,White,1,7000,83000,97635,HomeImp,Other,5.6,3,0,141,0,10,
00496,F,White,1,7000,138841,160000,DebtCon,Mgr,11,8,0,86.2,2,36,
00497,F,Multiracial,1,7000,38800,53500,HomeImp,ProfExe,15,0,0,96.366666667,0,18,
00498,F,White,1,7000,25000,49840,DebtCon,Office,0.6,0,0,139,0,13,
00499,F,White,1,7000,18000,25000,DebtCon,Other,6.5,1,0,205.96666667,1,19,
00500,F,White,1,7000,74500,81600,HomeImp,ProfExe,2,2,0,340.9,0,29,
00501,F,Black,1,7000,64300,119500,HomeImp,Other,1,1,0,54.833333333,0,8,
00502,M,Other,0,7000,64255,68389,HomeImp,Other,4,0,0,80.152430908,2,19,40.561860543
00503,F,White,1,7000,,96783,HomeImp,Other,20,,,,,,40.730315337
00504,M,Black,0,7000,129959,161301,HomeImp,ProfExe,11,0,0,209.98629953,0,18,21.917952264
00505,M,Black,0,7000,58114,93391,HomeImp,ProfExe,6,0,0,200.07775507,1,24,31.736511786
00506,M,Black,0,7000,16047,67750,HomeImp,Office,21,0,0,315.32145267,0,12,38.693655802
00507,M,Black,1,7100,39000,55000,Null,Other,12,0,1,192.76666667,2,31,
00508,M,Multiracial,1,7100,54000,74800,DebtCon,Mgr,7.5,1,1,71,4,18,
00509,F,White,0,7100,,74753,HomeImp,Office,2,0,0,48.854644654,0,4,41.302546904
00510,F,Multiracial,0,7100,98490,114457,HomeImp,Office,23,0,0,116.10008714,0,11,35.601894251
00511,F,Multiracial,0,7100,54700,68500,DebtCon,Null,19,0,0,155.2,1,12,
00512,M,Black,0,7100,,40185,HomeImp,Other,3,0,0,272.9226847,1,25,41.916899529
00513,M,Other,0,7100,25896,33580,DebtCon,Other,1,0,0,29.856365166,9,7,28.271474159
00514,M,Asian,0,7100,120176,180104,DebtCon,Other,8,0,0,221.60732419,0,18,32.674358967
00515,F,Asian,0,7100,58639,72412,DebtCon,ProfExe,14,0,0,120.03346455,0,20,43.678746661
00516,F,White,0,7100,57863,70969,DebtCon,Other,0,0,0,65.872044812,7,21,26.829490191
00517,F,White,0,7100,64850,76985,HomeImp,Other,0,0,0,108.21718977,0,7,36.337557557
00518,M,White,0,7100,53273,54378,HomeImp,Other,5,0,0,84.837249966,0,17,22.861199646
00519,F,White,1,7200,54600,65000,DebtCon,Other,14,2,1,98.433333333,11,9,
00520,M,White,0,7200,62329,78007,DebtCon,ProfExe,8,0,0,55.35880309,1,23,38.640277109
00521,M,White,0,7200,57912,84806,HomeImp,Other,15,0,0,241.51424984,0,35,35.062675655
00522,F,White,0,7200,98691,115750,HomeImp,Office,22,0,0,118.00014232,0,11,37.72035861
00523,F,White,0,7200,79946,113807,DebtCon,Office,1,0,0,238.45882498,0,37,18.617288691
00524,F,White,0,7200,36264,48240,DebtCon,Other,15,0,0,82.166666667,0,12,
00525,F,Black,1,7200,46000,67000,DebtCon,Other,24,0,0,142,1,14,
00526,M,White,1,7200,43705,50000,DebtCon,Other,9,0,2,235.36666667,6,16,
00527,F,White,0,7200,,38061,HomeImp,Other,,,,299.75272612,,12,31.880033183
00528,M,White,1,7200,15637,39660,HomeImp,Self,6,0,1,354.23976343,3,42,33.624133446
00529,F,White,0,7200,,74610,HomeImp,Office,1,0,0,40.182134821,0,3,37.941253769
00530,M,Other,0,7200,71667,117325,DebtCon,Office,0,0,1,241.05607809,1,38,18.510551331
00531,F,White,1,7200,,76723,HomeImp,Other,10,0,0,70.193890188,0,11,41.250706258
00532,F,Other,0,7200,71509,86484,DebtCon,Null,4,,,,,,20.099049784
00533,M,White,0,7200,22832,31666,DebtCon,Other,0,0,0,38.003266851,9,7,28.295681117
00534,M,White,1,7300,58671,87975,HomeImp,Mgr,3,0,0,74.066666667,1,16,
00535,F,White,1,7300,60890,75785,DebtCon,Other,6,0,1,45.966666667,0,13,
00536,M,White,1,7300,28500,42050,HomeImp,Other,3,,,,,,
00537,M,White,1,7300,60971.32,77375,DebtCon,Other,2,,,,,,
00538,F,Multiracial,0,7300,131000,197500,DebtCon,ProfExe,1.5,0,0,68.033333333,2,23,
00539,M,White,0,7300,55456,86766,HomeImp,ProfExe,6,0,0,240.05677145,2,23,31.724698502
00540,F,Black,0,7300,60973,79443,HomeImp,Other,14,0,0,239.62029765,1,36,36.727136357
00541,M,Other,0,7300,93428,118184,HomeImp,Other,10,,,411.95205053,1,50,40.39647435
00542,F,White,0,7300,49064,64225,DebtCon,Mgr,6,,4,106.37599933,1,10,40.051915231
00543,F,White,0,7300,139348,205981,DebtCon,ProfExe,1,0,0,60.424760757,2,22,36.812290634
00544,M,White,0,7400,32832,50798,DebtCon,Other,10,0,0,221.3384208,1,31,36.009421486
00545,F,White,0,7400,75311,89905,DebtCon,ProfExe,0,,,,,,27.201999612
00546,M,White,1,7400,2063,100448,HomeImp,Other,,0,0,96.133333333,0,14,
00547,M,Asian,0,7400,,44651,HomeImp,Other,2,0,0,271.91816905,0,25,42.930043097
00548,M,White,0,7400,138033,163162,HomeImp,ProfExe,11,0,0,224.84704249,0,19,21.057574023
00549,F,White,0,7400,88288,119677,HomeImp,ProfExe,5,0,0,194.37214004,1,27,26.646083641
00550,M,White,0,7400,75547,93839,DebtCon,ProfExe,0,,,,,,28.161831853
00551,F,White,0,7400,48924,86612,DebtCon,Null,4,0,0,207.76841442,4,30,29.937917829
00552,F,White,0,7400,73985,114849,DebtCon,Office,0,0,0,238.58630343,1,38,18.421369855
00553,F,White,0,7400,,54138,HomeImp,Null,1,0,0,,0,0,12.219679961
00554,M,Multiracial,0,7400,51974,59323,HomeImp,Other,4,0,0,83.34671188,0,18,23.397634628
00555,F,White,0,7400,56596,72861,HomeImp,Mgr,3,0,1,141.96214925,0,23,28.300245637
00556,F,Black,1,7400,71576,89068,DebtCon,Sales,0,0,0,94.782230694,0,17,42.803421995
00557,M,White,0,7400,65032,83184,HomeImp,Other,15,0,0,230.42025592,1,35,35.415112916
00558,M,Asian,0,7400,72739,91425,DebtCon,ProfExe,3.5,0,0,128.83333333,0,26,
00559,F,White,0,7400,82412,91326,DebtCon,Mgr,19,0,1,316.94708254,1,24,37.908750185
00560,F,White,1,7500,,51610,HomeImp,ProfExe,4,0,3,158.26666667,2,18,
00561,M,White,0,7500,45864,57799,DebtCon,Null,7,,0,65.57119786,,16,33.865745347
00562,F,Multiracial,1,7500,57340,80000,DebtCon,ProfExe,4,0,5,86.233333333,3,14,
00563,F,Black,0,7500,47518,60252,DebtCon,Other,16,0,3,220.62498387,0,37,26.711536473
00564,F,White,0,7500,63573,80601,HomeImp,Other,4,0,0,111.43518985,0,14,41.773446616
00565,F,White,1,7500,32070,36811,DebtCon,Other,1,1,0,228.03600011,0,6,30.162214113
00566,F,White,0,7500,44744,60518,DebtCon,Null,6,,0,79.411229994,,16,34.397441727
00567,F,White,0,7500,,49804,Null,Null,,,,,,,12.391235037
00568,M,White,0,7500,72097,69408,HomeImp,Sales,4,1,0,155.39196223,1,23,41.600983364
00569,M,Other,0,7500,84479,104571,DebtCon,ProfExe,23,0,0,47.832851338,3,14,33.075010372
00570,F,Multiracial,0,7500,88056,104794,DebtCon,ProfExe,25,0,0,56.750113136,2,14,30.538906969
00571,F,White,0,7500,11358,36892,DebtCon,Other,5,0,0,286.9228238,0,11,23.06292573
00572,M,Black,1,7500,59000,72000,HomeImp,Office,5,0,3,295.86666667,0,19,
00573,M,White,1,7500,,,HomeImp,Other,21,,,158.9,1,21,
00574,M,White,1,7500,35945,49750,HomeImp,Other,3,0,0,122.06666667,0,23,
00575,F,Asian,1,7500,18400,29375,DebtCon,Other,6,1,0,147.1,0,9,
00576,M,White,1,7500,63500,86125,HomeImp,Other,5,0,0,136.1,0,8,
00577,M,Black,1,7500,33600,50125,DebtCon,Other,2,0,0,146.93333333,0,18,
00578,F,White,1,7500,57800,109600,DebtCon,Mgr,4,0,1,124.13333333,1,18,
00579,M,Other,1,7500,,40150,HomeImp,Other,5,0,0,,1,0,
00580,M,White,1,7500,80440,72920,HomeImp,Mgr,8,0,1,201.5,0,24,
00581,M,White,1,7500,60000,87830,HomeImp,Other,5,0,0,153.26666667,2,16,
00582,F,White,1,7500,126000,151380,HomeImp,ProfExe,18,0,2,75.666666667,1,13,
00583,F,White,0,7500,40936,50900,DebtCon,Null,10,1,0,115.6,1,26,
00584,M,White,0,7500,,26850,HomeImp,Office,20,0,0,185.63333333,1,16,
00585,M,White,0,7500,49100,85650,HomeImp,Other,18,0,0,178.33466667,0,29,
00586,M,Other,1,7500,,71799,HomeImp,Mgr,4,0,3,177.5,0,22,
00587,F,White,1,7500,39600,42000,DebtCon,Self,1,0,0,47.7,1,15,
00588,M,Asian,1,7500,42077,91676,HomeImp,Office,5.5,1,4,344.9,1,30,
00589,M,Other,1,7500,42721,67000,DebtCon,Other,15,1,3,126.76666667,2,23,
00590,M,Black,1,7500,,,HomeImp,Other,20,,,157.32842275,0,20,
00591,F,White,1,7500,12115,35910,HomeImp,Office,13,3,6,234.90075082,0,24,24.662276673
00592,M,Black,0,7500,67778,83368,DebtCon,ProfExe,15,0,0,227.29208976,0,17,24.091770363
00593,M,Black,0,7500,60192,76475,DebtCon,ProfExe,8,0,0,60.503625209,2,24,39.280512379
00594,M,White,0,7500,57213,92458,HomeImp,Office,28,0,0,243.15711917,1,16,23.992353351
